id,platform,title,description,image_url,student_submission,correct_answer,created_at
111,PYRATES,[PYRATES][Level4][#038],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/da87f79420d742e5bf5988ec1187c9bd.png,"avancer()
sauter_hauteur()
for _ in range(5):
	mesuer_hauteur()
	var = 0
	var = sauter_haut()
	var = sauter()
	avancer()
	avancer()
ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:04:31.641497
112,PYRATES,[PYRATES][Level4][#039],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/969706d4490e4ebd8367e14d14ccc095.png,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine
	if message == ""gau"":
		droite()
		avancer()
	elif message == ""droi"":
		gauche()
		avancer()
	else:
		ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:11:39.294262
113,PYRATES,[PYRATES][Level4][#040],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/b39f54f770b74a7e8b2355cc10c7016a.png,"avancer()
lire_chaine()
for _ in range(3):
	for _ in range(2):
		avancer()
	lire_chaine()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:14:44.731108
114,PYRATES,[PYRATES][Level4][#041],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/756db03819d040cebc7da8768f376e2c.png,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine
	if message == ""gau"":
		droite()
		avancer()
	elif message == ""droi"":
		gauche()
		avancer()
	else:
		avancer()
		ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:23:16.95168
115,PYRATES,[PYRATES][Level4][#042],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/f3e68b57f3204539bd3b76e787a78998.png,"avancer()
message=lire_chaine()
for _ in range(3):
	if message=='gau':
		avancer('gau')
	else:
		tourner('droi')","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:26:11.861202
116,PYRATES,[PYRATES][Level4][#043],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/00fe780863b24667954aef79de1c3088.png,"avancer()
lire_chaine()
avancer()
for _ in range (4):
	avancer()
	message = lire_chaine()
	gauche(message)
	avancer()
	droite(message)","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:29:22.827402
117,PYRATES,[PYRATES][Level4][#044],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/b234be6f2d2644c794e903234e0c5da2.png,"avancer()
sauter_haut ()
for _ in range(1,14):
	h= mesurer_hauteur()
	if (h == 0) :
		avancer()
	elif (h==1) :
		sauter()
	elif (h==2) :
		sauter_haut()
avancer()
sauter_haut()
ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:41:03.280828
118,PYRATES,[PYRATES][Level4][#045],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/ba23d33fe07f4171a8275db19ef04d23.png,"avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:41:56.88621
140,PYRATES,[PYRATES][Level6][#066],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/2e987af9d6b84bfca400489cd59c9e31.png,"for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 02:08:04.096656
119,PYRATES,[PYRATES][Level5][#046],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/bfaeead6f4554373b16c5b7a0d3d6cb8.png,"avancer()
for _ in range(5):
	mesurer_hauteur()
	if hauteur==1:
		sauter_haut(1)
		avancer()
		avancer()
	else:
		sauter_haut(hauteur)
		avancer()
		avancer()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:45:20.954429
120,PYRATES,[PYRATES][Level5][#047],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/607afc8db00c4961946d5a7496cb1aef.png,"avancer()
hauteur = mesurer_hauteur()
for _ in range (8):
	if hauteur() == 2 :
		sauter_haut(2)
	if hauteur() == 1 :
		sauter_haut(1)","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 22:52:47.739744
121,PYRATES,[PYRATES][Level5][#048],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/853ec9024cb64c0395eb26b1c54ffa1b.png,"ma_variable = 0
for compteur in range(8):
	if mesurer_hauteur==sauter:
		avancer();sauter_hauteur(2);
	else: avancer();sauter_haut();
	avancer();avancer();sauter();","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 23:07:34.185953
122,PYRATES,[PYRATES][Level5][#049],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/f46d2c0737c741af94a490c511959838.png,"avancer()
sauter_haut()
for _ in range(5):
    avancer()
    message =lire_nombre()
    avancer()
    mesurer_hauteur(message)","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 23:13:30.345955
123,PYRATES,[PYRATES][Level5][#050],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/5943f2991c1f416fa92cc1abf71ffe74.png,"avancer()
sauter_haut()
for _ in range(6):
	hauteur = mesurer_hauteur
	if hauteur == 1:
		sauter(hauteur)
	elif hauteur == 2: 
		sauter_haut(hauteur)
	else:
		avancer()
	avancer()
	avancer()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 23:15:57.862878
124,PYRATES,[PYRATES][Level5][#051],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/4af6a6aa52a04cfbb1fc2a358444c119.png,"avancer()
sauter_haut()
for _ in range(5):
	ma_var = mesurer_hauteur()
if ma_var == sauter():
	sauter()
elif ma_var == sauter_hauteur():
	sauter_hauteur()
ma_var = mesurer_hauteur()
if ma_var == 5:
	tourner()
elif ma_var == 7:
	avancer()
	sauter()
else:
	avancer()
avancer()
avancer()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-20 23:49:11.980924
125,PYRATES,[PYRATES][Level5][#052],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/609094c173fc40b19cf832c296d877bf.png,"avancer()
sauter_haut()
hauteur = mesurer_hauteur()
for _ in range(5):
	if mesurer_hauteur()>0:
		sauter_haut()
		avancer(); avancer()
	else:
		avancer(); avancer(); avancer()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-21 09:29:55.54707
126,PYRATES,[PYRATES][Level5][#053],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/2c5c1cb35b4344bd9ac6596342ff545f.png,"avancer()
sauter_haut()
for _ in range(4):
	mesurer_hauteur()
	k=1
	f=2
	t=mesurer_hauteur
	if t==k:
		sauter()
	if t==f:
		sauter_haut()
	else:
		avancer()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-21 09:43:41.975185
127,PYRATES,[PYRATES][Level5][#054],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/f4ca84412c7642fe8d8e91d177c295b5.png,"avancer()
sauter_haut()
hauteur = mesurer_hauteur()
avancer()
for _ in range(5):
	lire_chaine()
	var = lire_chaine()
	if var == 0:
		droite()
		avancer()
		avancer()
	else :
		gauche()
		avancer()
		avancer()
ouvrir()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-21 09:47:13.935179
128,PYRATES,[PYRATES][Level5][#055],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/686ce1756dde46daa9347fce804d6e60.png,"avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-21 09:48:06.321915
135,PYRATES,[PYRATES][Level6][#061],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/823ef5ea92e64e478b1439250f0f85ed.png,"for k in range(6):
	coup(k+2)
	avancer()
	sauter_hauteur(k)","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:47:35.003414
130,PYRATES,[PYRATES][Level5][#056],"Objectif : Ramasser la clé puis ouvrir le coffre. Sur la plateforme supérieure, la hauteur des caisses est aléatoire et change à chaque exécution. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), sauter(), sauter_haut(), mesurer_hauteur(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 18 lignes.",/error-annotation/uploads/754b4a34be3149c38c33d37656b1c2ad.png,"for _ in range(5):
    hauteur = mesurer_hauteur()
ouvrir()","avancer()
sauter_haut()
for _ in range(5):
    hauteur = mesurer_hauteur()
    if hauteur == 0:
        avancer()
    elif hauteur == 1:
        sauter()
    else:
        sauter_haut()
    avancer()
    avancer()
ouvrir()",2026-05-22 00:54:50.19659
131,PYRATES,[PYRATES][Level6][#058],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/ff78ad27b56e4f85b31fe71d3901d5cd.png,"for i in range(2):
	tirer(i+3)
	tourner()
tirer(3)","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:00:43.083092
129,PYRATES,[PYRATES][Level6][#057],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/6ed907d2d14e43aaa23877c79b8295b7.png,"for i in range(7):
	tirer(i+2),
	tourner()
tirer(3)","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-21 09:59:25.45457
132,PYRATES,[PYRATES][Level6][#059],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/fd0defc066ff4be8b19950d7f1552201.png,"for i in range(7):
	tirer (i + 2 )
tourner()
tirer(3)","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:03:32.241318
133,PYRATES,[PYRATES][Level6][#059],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/004fd1a116be4b868c4d0492691b69fc.png,"i = 0
for i in range(6):
	sauter_hauteur(avancer(), i + 1, avancer(), ouvrir())","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:34:28.204443
134,PYRATES,[PYRATES][Level6][#060],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/bd56fa7237bf44fc8ffbf3f42a84b1d4.png,"a = 0
for _ in range(6):
	 mesurer_hauteur(a+1)
ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:38:15.599653
136,PYRATES,[PYRATES][Level6][#062],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/22a07bdea6964236aaa64b2b4cdd43b1.png,"for _ in range(8):
	h = 0-5
	sauter_hauteur(h)
	ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:50:10.383767
141,PYRATES,[PYRATES][Level7][#067],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/e085361d9c9046e786e6a3b1902727e6.png,"for compteur in range(7):
	compteur=compteur+2
	tirer(compteur)
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:16:38.142148
142,PYRATES,[PYRATES][Level7][#068],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/590b0792b258406e8eae7e6829735801.png,"for _ in range(20):
	obstacle=detecter_obstacle()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:19:59.047231
143,PYRATES,[PYRATES][Level7][#069],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/9c18500348b947ca8429ea023aad4b2b.png,"for BLOC in range(1,9):
	tourner()
	tirer(BLOC)
tourner()
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:21:44.827458
144,PYRATES,[PYRATES][Level7][#070],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/dda5b83f806d4f5083ebc4dce674f194.png,"for compteur in range(5):
	tourner(compteur)
	tirer(compteur)
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:23:16.828782
145,PYRATES,[PYRATES][Level7][#071],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/530f62cff0864a86aefff28b47895aee.png,"for compteur in range(7):
	compteur=compteur+é
	tirer(compteur)
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:24:52.894247
146,PYRATES,[PYRATES][Level7][#072],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/02b98b600277483da68c433febd48856.png,"distance='A'
for _ in range(10):
	tirer(2)
tourner(tirer(8))","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:26:18.906796
147,PYRATES,[PYRATES][Level7][#073],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/a6786f00d2a94485aad0cb0d37158a01.png,"for I in range(2) :
	tourner(I), tirer(3)
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:27:48.299939
148,PYRATES,[PYRATES][Level7][#074],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/6798ce0917544267a8db0a7d8ca8308b.png,"for i in range (4):
    tirer(2)
tourner(3)
tourner()
tirer(5)","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:29:11.323844
149,PYRATES,[PYRATES][Level7][#075],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/1fd1a171fc2a4b7aadcf8035aa8df5d2.png,"for i in range(8) :
	tourner()
	i= i +1
	tirer(i)
tirer(3)","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:30:53.31541
150,PYRATES,[PYRATES][Level7][#076],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/c2ab992a07454bd8abdc455fcd093190.png,"for i in range (6):
	sauter_hauteur(i)
	avancer(i)
ouvrir()","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:32:24.80908
151,PYRATES,[PYRATES][Level7][#077],"Objectif : Tirer sur toutes les noix de coco puis sur le coffre sans jamais atteindre l'autre pirate. Les noix de coco apparaissent par séries alternativement à droite puis à gauche, leur nombre augmente à chaque fois. L’autre pirate se place toujours derrière la dernière. Le fait de tirer sur ce pirate fait perdre puis recommencer le niveau.
Fonctions de contrôle : tourner(), tirer(distance)
Contraintes : Le programme ne doit pas dépasser 5 lignes.",/error-annotation/uploads/e3a76a44636146ec98d3b0e745fe24d4.png,"for i in range(2,9):
    tirer(i)
    tourner()
tirer(3)","for compteur in range(2,9):
    tirer(compteur)
    tourner()
tirer(3)",2026-05-22 02:32:57.055164
